Amount,Hour,AvgUserAmount,FailedAttempts,IsNewDevice,IsUnusualLocation,TransactionFrequency,SenderBank,MerchantCategory,TransactionType,DeviceType,SenderState,FraudFlag,AmountToAvgRatio,IsNightHour
70.54917330464733,22,709.3604765448929,0,0,0,7,Yes Bank,Fuel,P2B,iOS,Karnataka,0,0.09931460946108649,1
604.6950868676772,22,384.35664165851233,0,0,0,14,ICICI,Electronics,P2B,Android,Uttar Pradesh,0,1.5691829892049294,1
986.215145289566,2,2238.8471998843115,5,0,1,10,PNB,Electronics,P2B,Android,Uttar Pradesh,1,0.44030465352301895,1
695.1581681950205,14,319.3443991706227,3,0,0,7,Bank of Baroda,Entertainment,P2M,Android,Rajasthan,0,2.17003378237546,0
1223.416835004026,2,1035.0033980682124,0,0,1,8,HDFC,Healthcare,P2M,Android,West Bengal,0,1.1809004075520166,1
301.35881478703897,21,238.4078935320004,1,0,0,14,Axis,Fuel,P2M,iOS,Maharashtra,0,1.2587672458960002,0
246.74654043315041,18,1748.545903506336,1,0,0,3,Kotak,Food,P2P,Android,Rajasthan,0,0.14103461929100328,0
480.6100351878851,4,1484.4934945127332,0,0,0,1,PNB,Food,P2M,iOS,Tamil Nadu,0,0.32353560413641075,1
2052.5434060565503,23,175.17547828527918,0,0,1,13,SBI,Electronics,P2M,Android,Delhi,0,11.650562416710953,1
305.5890053339114,0,391.4365932206601,0,0,0,13,Yes Bank,Shopping,P2P,iOS,Gujarat,0,0.7786965094819386,1
1707.7981537112137,16,1191.790139653767,0,0,1,9,Yes Bank,Entertainment,P2M,Web,Karnataka,0,1.4317674978491512,0
190.47990535616285,1,1318.6458919395072,0,0,0,10,HDFC,Grocery,P2M,Web,Delhi,0,0.1443416802337869,1
992.1523181182874,9,243.7091208684567,1,0,0,1,Bank of Baroda,Entertainment,P2M,iOS,Rajasthan,0,4.054414950277307,0
1831.2273070293613,13,129.28590476038937,1,0,0,9,Kotak,Electronics,P2P,Web,Uttar Pradesh,0,14.055452202578607,0
419.4658017590333,14,844.2079349303177,2,0,0,7,Kotak,Shopping,P2P,Android,Gujarat,0,0.49628710808733206,0
1033.4311499122748,11,1243.0116216562478,0,0,0,7,Bank of Baroda,Grocery,P2B,iOS,Gujarat,0,0.8307246748518224,0
58195.67962668913,14,727.504152150787,3,0,1,21,Yes Bank,Food,P2P,Android,Karnataka,1,50.0,0
403.1390588518266,0,726.4609416113417,0,0,0,3,Kotak,Fuel,P2P,Android,Maharashtra,0,0.5541727889319595,1
9227.70735497553,4,902.8893502082003,1,0,0,12,Bank of Baroda,Entertainment,P2P,Android,Uttar Pradesh,0,10.208890449754758,1
1127.0323617171812,7,422.9862410220164,0,0,1,8,ICICI,Healthcare,P2P,Android,Delhi,0,2.658181451833145,0
1455.051255033101,4,487.9587246221692,0,0,0,11,PNB,Electronics,P2M,Android,Maharashtra,0,2.975816120588616,1
555.9359936014681,20,537.3816097722263,0,0,0,2,SBI,Shopping,P2B,Android,Rajasthan,0,1.0326058385179029,0
430.3389900906197,0,2295.0136090536002,0,0,0,9,Yes Bank,Grocery,P2M,Android,Tamil Nadu,0,0.18742876278856302,1
152.93303312868073,13,1393.368637901315,0,0,0,6,PNB,Electronics,P2P,Android,Uttar Pradesh,0,0.10967905399741529,0
2123.7003685397435,18,906.0378879651788,0,0,0,3,PNB,Healthcare,P2P,iOS,Maharashtra,0,2.3413579484579063,0
57.019866249443865,1,403.2768873654396,1,0,0,6,Axis,Food,P2P,iOS,Maharashtra,0,0.1410416178402543,1
31.040556949590428,5,544.4282387717042,0,0,0,10,PNB,Entertainment,P2P,iOS,Maharashtra,0,0.056910432469527567,1
1012.0136908841766,13,508.67304033789253,0,0,0,7,Yes Bank,Recharge,P2P,Android,Delhi,0,1.985613541994006,0
540.8428522561786,16,2483.7436617443345,0,0,0,9,PNB,Entertainment,P2M,iOS,Delhi,0,0.2176654520074305,0
4750.17823633528,6,170.17773692111106,2,0,0,5,PNB,Shopping,P2P,Android,Uttar Pradesh,0,27.74997684730723,0
516.4602563659845,6,123.68622356573914,0,0,0,12,Yes Bank,Recharge,P2P,Android,Tamil Nadu,0,4.142079546532162,0
658.5699616929477,22,711.844888460712,0,0,1,24,Yes Bank,Grocery,P2P,Android,Delhi,1,0.9238615193201941,1
528.8827088533318,1,430.07566468016404,0,0,0,2,Bank of Baroda,Electronics,P2P,Android,Maharashtra,0,1.2268906648806899,1
1306.7048061865446,16,422.10159625937206,2,0,0,11,HDFC,Recharge,P2M,Android,Delhi,0,3.0883948860961072,0
380.8869859269734,15,185.681609577616,1,1,0,4,Yes Bank,Healthcare,P2M,Web,Uttar Pradesh,0,2.0403026671387963,0
638.6073111215326,19,693.4304318510219,0,0,1,4,Axis,Recharge,P2P,Android,West Bengal,0,0.9196130840915319,0
261.90114841300334,20,1639.071280781437,0,1,0,7,Kotak,Shopping,P2M,Android,Rajasthan,0,0.15968888150289207,0
677.3712725255293,18,569.7651885622996,0,0,0,10,HDFC,Fuel,P2P,iOS,Maharashtra,0,1.1867774806514737,0
1211.7694775388056,22,2979.1181786313155,0,0,0,5,Yes Bank,Food,P2M,Android,Tamil Nadu,0,0.40661792751297443,1
1086.8676192952964,1,775.498699054336,0,0,0,7,SBI,Healthcare,P2P,Android,Tamil Nadu,0,1.3997030782137114,1
88.61539563762433,14,469.11729618959436,0,0,0,11,HDFC,Fuel,P2P,Android,Rajasthan,0,0.18849635262491277,0
1723.1598305117132,14,300.9174174478147,0,0,0,2,HDFC,Food,P2P,iOS,Gujarat,0,5.707387950910632,0
1118.2852792415476,21,1359.483373545486,0,0,0,13,Kotak,Grocery,P2M,Android,Maharashtra,0,0.8219764393939204,0
889.5799837505555,10,378.6097070801423,0,0,0,1,Kotak,Recharge,P2P,Android,Uttar Pradesh,0,2.34340683907419,0
551.4043546238437,16,166.33415438421065,0,0,1,9,Bank of Baroda,Recharge,P2P,Android,West Bengal,0,3.295228978525099,0
298.266018007755,10,189.10384982706546,0,0,0,11,ICICI,Grocery,P2M,Android,Tamil Nadu,0,1.5689635863717806,0
633.5600655039266,20,190.63466882335618,3,1,1,24,Axis,Grocery,P2M,Web,Gujarat,1,3.306082711411293,0
220.3932508897359,8,1362.9280013465186,0,1,0,10,SBI,Fuel,P2M,iOS,Rajasthan,0,0.1615871590524982,0
244.82999453179454,22,1026.3767475924403,0,0,0,7,HDFC,Entertainment,P2M,iOS,Gujarat,0,0.23830595261721696,1
775.5036140190366,7,1603.36005072615,0,0,0,7,HDFC,Shopping,P2P,iOS,West Bengal,0,0.4833725532295794,0
3995.6848756851728,18,941.7967027025504,1,0,0,14,Axis,Entertainment,P2P,Android,Karnataka,0,4.2381192724067045,0
689.3543246701414,22,1015.0185259522832,0,0,0,6,Kotak,Recharge,P2B,Android,Tamil Nadu,0,0.6784859794008486,1
465.45776348629954,7,5755.061871899689,0,0,0,13,SBI,Food,P2M,Android,Karnataka,0,0.08086392638665005,0
14811.6633091023,10,3094.1322501948666,0,0,0,4,Bank of Baroda,Grocery,P2M,Android,Uttar Pradesh,0,4.785470251931811,0
139.90174626977975,22,2083.6230539379285,0,0,0,4,Bank of Baroda,Food,P2M,Android,West Bengal,0,0.0671112918978327,1
1510.0040587912306,3,1557.9223291894732,0,0,0,13,PNB,Electronics,P2P,iOS,West Bengal,0,0.9686204569129004,1
1418.0680900573939,19,439.4373055815998,2,0,0,2,SBI,Fuel,P2P,Android,Uttar Pradesh,0,3.219682057097383,0
1026.8972177952382,19,304.79856746543913,0,0,0,5,Axis,Fuel,P2P,Android,Karnataka,0,3.358083807607426,0
2350.3913877926575,7,1861.4768275287852,0,0,0,9,PNB,Fuel,P2M,Android,Delhi,0,1.26197080846974,0
193.3234151175577,15,624.8550288541085,0,0,0,3,PNB,Food,P2M,Android,Gujarat,0,0.3088948817292684,0
2731.5430705917815,8,3181.683849871235,0,0,0,13,ICICI,Fuel,P2P,Android,Rajasthan,0,0.8582514630544578,0
1281.6552311169974,17,2478.811333845549,0,1,1,9,Bank of Baroda,Grocery,P2M,iOS,Maharashtra,0,0.5168357824744191,0
105.10881408031337,22,1210.0273337319702,0,0,0,4,HDFC,Electronics,P2P,Web,Delhi,0,0.08679309801902167,1
366.92331090606075,13,455.39295123865674,0,0,0,10,Kotak,Shopping,P2P,iOS,Gujarat,0,0.8039635798717439,0
680.4803179247683,14,2058.922884061672,0,0,0,5,ICICI,Entertainment,P2M,Android,Karnataka,0,0.33034261776976087,0
182.32388809295335,6,698.1636252524725,0,0,0,11,Bank of Baroda,Electronics,P2M,Android,Tamil Nadu,0,0.26077427587442786,0
3798.3117047960686,13,712.8898389497116,2,1,0,5,Kotak,Fuel,P2P,Android,Rajasthan,0,5.320585190544549,0
491.3593931306894,21,4325.679533628905,2,0,1,14,SBI,Entertainment,P2P,iOS,Rajasthan,0,0.11356500737150106,0
4002.5465850005353,1,3159.828363427129,0,0,0,1,HDFC,Healthcare,P2P,Android,Uttar Pradesh,0,1.2662967187059702,1
837.0575917189278,1,218.08754130735358,2,0,0,5,Axis,Entertainment,P2M,Android,Karnataka,0,3.8206535466324683,1
790.7166098232378,22,723.2983490402589,0,0,0,14,Yes Bank,Entertainment,P2M,Android,Delhi,0,1.0917001410689218,1
173.90806430830014,7,633.0822309346206,0,0,0,2,Bank of Baroda,Shopping,P2M,iOS,Delhi,0,0.27426736758095904,0
64.06420656091021,21,1453.3488542966709,0,1,0,11,Kotak,Entertainment,P2M,iOS,Karnataka,0,0.04405009593925243,0
7830.422779590921,21,343.8014315276618,0,0,0,3,HDFC,Food,P2P,iOS,Tamil Nadu,0,22.7099485779331,0
700.5586075402352,21,429.15859099220586,0,0,0,6,SBI,Recharge,P2M,iOS,Karnataka,0,1.6286054078899679,0
2913.3223669969075,14,404.35903900611044,0,0,0,7,Bank of Baroda,Healthcare,P2P,Android,Tamil Nadu,0,7.187017154323261,0
166.6639296109358,15,3277.328200735067,0,0,0,13,Yes Bank,Fuel,P2P,iOS,Rajasthan,0,0.050838085574704324,0
164.75725614418087,4,264.9392773580528,1,0,0,5,HDFC,Healthcare,P2P,Android,Delhi,0,0.6195296075891662,1
74.2445871756692,7,474.51453095556633,0,0,0,12,Kotak,Electronics,P2M,Android,Gujarat,0,0.15613526473412198,0
682.629297984333,21,494.1204790077095,0,0,0,5,PNB,Food,P2M,Android,Delhi,0,1.378713519086137,0
1462.3606606681637,8,2315.8617558084575,1,0,0,12,SBI,Grocery,P2P,Android,Maharashtra,0,0.6311816650268286,0
124.01247858859338,7,2513.558805976783,0,0,0,5,Yes Bank,Grocery,P2M,iOS,Karnataka,0,0.04931778819164287,0
526.425627652789,7,1466.5687362611725,0,0,0,13,PNB,Electronics,P2P,iOS,Rajasthan,0,0.35870594313280935,0
667.6588051314959,7,1255.2982856722913,3,0,0,3,Axis,Recharge,P2P,Android,Delhi,0,0.5314492686537474,0
698.6172403348789,4,516.650020327778,0,0,1,5,ICICI,Shopping,P2M,iOS,West Bengal,0,1.3495937658661963,1
652.1616917824451,8,222.46339563848048,0,0,0,9,SBI,Grocery,P2P,Android,West Bengal,0,2.918427377866904,0
49229.15607112944,21,306.4121739726899,0,1,1,13,PNB,Healthcare,P2P,Android,Tamil Nadu,1,50.0,0
1148.4986007987338,11,2535.3669221515675,0,0,1,4,Bank of Baroda,Recharge,P2P,Web,West Bengal,0,0.45281248180940525,0
613.5879620908798,3,100.0,0,0,0,12,ICICI,Shopping,P2P,iOS,West Bengal,0,6.075128337533464,1
6493.01314910319,13,987.4953471691913,0,0,0,5,ICICI,Entertainment,P2P,iOS,Tamil Nadu,0,6.568582409312891,0
4972.649628181175,19,936.9808365275593,0,0,0,6,SBI,Food,P2P,Android,Rajasthan,0,5.301440535384617,0
219.1002287902621,19,1616.8818640565623,0,0,0,3,Bank of Baroda,Grocery,P2M,Android,Gujarat,0,0.13542412067152154,0
1199.589403018441,10,677.011368283594,1,0,0,7,ICICI,Grocery,P2B,iOS,Delhi,0,1.7692762380301046,0
2283.0384734530635,8,559.8410649180119,1,0,0,1,Bank of Baroda,Recharge,P2M,iOS,Tamil Nadu,0,4.070740564952775,0
1250.2824144098975,17,1404.857832735047,0,0,0,6,ICICI,Food,P2M,Android,Tamil Nadu,0,0.8893377305282121,0
296.5658565759653,5,1001.3319956232075,1,1,1,12,SBI,Entertainment,P2P,Android,West Bengal,1,0.2958758753296838,1
1108.0816655887545,9,750.5919542880208,0,1,0,10,Axis,Electronics,P2P,Android,Tamil Nadu,0,1.4743128359302815,0
399.0227376908881,8,3064.190976749274,0,0,0,14,Bank of Baroda,Fuel,P2P,Android,Maharashtra,0,0.13017875255331188,0
4907.020928685873,5,2700.33801906476,0,0,0,4,HDFC,Recharge,P2P,Android,Tamil Nadu,0,1.816514961864991,1
4731.782236691291,9,840.124317095304,0,0,0,1,PNB,Recharge,P2P,Android,Maharashtra,0,5.625544453442728,0
796.6954965744602,21,290.18719104976634,0,0,0,9,ICICI,Food,P2M,Android,Delhi,0,2.7360252135482783,0
11146.61277835264,15,1657.9371236170787,0,1,0,11,SBI,Recharge,P2B,Android,Delhi,0,6.719129145804527,0
4963.327230853895,14,290.34191891097925,0,0,0,11,ICICI,Recharge,P2B,iOS,Gujarat,0,17.03609027292245,0
300.5521811470214,15,1294.9903731568672,0,0,0,8,Bank of Baroda,Entertainment,P2P,Android,Rajasthan,0,0.23190926983115978,0
3365.4155813738353,17,404.1147714379214,0,0,1,10,SBI,Food,P2P,iOS,Rajasthan,0,8.307313923480427,0
684.5321819836616,17,378.91572197330464,0,0,0,4,PNB,Fuel,P2M,iOS,Gujarat,0,1.8018000898414026,0
397.92430821793175,3,931.9148627228585,0,0,0,3,Axis,Fuel,P2P,Web,Maharashtra,0,0.426538716573265,1
190.9022557109651,16,1781.6872251645138,0,0,0,4,Yes Bank,Fuel,P2M,iOS,Delhi,0,0.10708679179172771,0
41.394462705042876,3,3782.653835185982,0,1,0,7,Yes Bank,Healthcare,P2B,iOS,Rajasthan,0,0.010940340873706848,1
70175.8543268299,10,1017.8391885425685,1,1,1,6,PNB,Shopping,P2P,Web,Maharashtra,1,50.0,0
2800.984797371202,12,175.60240334398785,0,0,0,12,PNB,Healthcare,P2P,Android,Tamil Nadu,1,15.860400222954029,0
235.01088971444548,15,736.431596599835,0,0,0,13,ICICI,Healthcare,P2P,Android,Delhi,0,0.3186883919783728,0
316.70222400266476,20,625.9676437847418,0,0,0,1,ICICI,Food,P2M,Android,Rajasthan,0,0.5051332826218363,0
1893.5591472498895,11,412.1001224201764,0,0,0,7,Yes Bank,Food,P2M,Android,Rajasthan,0,4.583777744137036,0
336.079463247743,12,877.1002460785477,0,0,0,1,Bank of Baroda,Shopping,P2P,iOS,Tamil Nadu,0,0.382734733020084,0
2394.8201148352105,1,163.8765700307605,1,1,1,7,Kotak,Grocery,P2P,Android,Karnataka,1,14.524926824887348,1
566.6654631137409,5,3273.336275008327,0,0,0,3,PNB,Shopping,P2P,iOS,Tamil Nadu,0,0.17306269592371046,1
15132.305473227223,0,182.20859587383504,4,1,0,15,HDFC,Electronics,P2M,Android,Tamil Nadu,1,50.0,1
320.71397656766453,5,3337.4802661916897,1,0,0,9,Axis,Healthcare,P2P,Android,Karnataka,0,0.09606585961147919,1
5419.520853047713,1,5447.81383828902,2,0,0,12,Kotak,Food,P2M,iOS,Rajasthan,0,0.9946239702601942,1
811.0162249978833,3,425.9790998699804,0,0,0,10,Axis,Fuel,P2M,Android,Gujarat,0,1.8994283917991448,1
3775.822282811772,21,3881.0857737193933,0,0,0,8,Yes Bank,Food,P2M,Android,Uttar Pradesh,0,0.9726272171452278,0
317.59181179490804,0,871.470154468765,0,0,0,10,Yes Bank,Food,P2M,Android,Maharashtra,0,0.364014528368922,1
706.464701933455,22,910.7982800701013,0,0,0,4,SBI,Grocery,P2P,iOS,Uttar Pradesh,0,0.7748037229014516,1
667.5886163812056,13,219.03046206783884,0,0,1,3,Yes Bank,Fuel,P2P,iOS,Maharashtra,0,3.034073601024287,0
387.14805060093903,0,1042.9600551490041,1,1,0,4,ICICI,Fuel,P2P,iOS,Rajasthan,0,0.370845655148828,1
12215.917704337136,19,791.4609049299112,0,0,0,6,ICICI,Food,P2P,iOS,Karnataka,0,15.4151676484502,0
195.29683256445338,4,140.31148155797058,0,0,0,6,Yes Bank,Electronics,P2M,Android,Gujarat,0,1.38203088957309,1
703.2788903953024,22,624.8725895337905,0,0,0,3,Axis,Grocery,P2P,Android,Gujarat,0,1.123677409996772,1
1892.3160042681388,7,2149.227003049514,0,0,0,12,SBI,Entertainment,P2P,Android,Delhi,0,0.8800540601454644,0
674.9700085436366,16,1742.0384557913228,0,0,0,12,Bank of Baroda,Electronics,P2P,Android,Gujarat,0,0.387237588649303,0
522.3281968473564,2,566.8127341261079,0,0,0,12,SBI,Fuel,P2M,iOS,Delhi,0,0.9198951792640676,1
3293.982749098601,8,712.0658232191809,0,0,0,9,Bank of Baroda,Entertainment,P2M,Android,Tamil Nadu,0,4.6194651907838,0
1111.3410666600394,3,141.50951267382692,0,0,0,12,Kotak,Food,P2P,iOS,Rajasthan,0,7.798364093796712,1
950.4679704128299,23,272.459226332941,0,0,0,1,Axis,Electronics,P2M,iOS,Tamil Nadu,0,3.475720980997803,1
321.93103965216903,3,368.4218827767671,0,1,0,3,SBI,Healthcare,P2P,Web,Karnataka,0,0.8714455062390127,1
305.80566950591816,8,993.6463819342534,0,0,0,10,Bank of Baroda,Grocery,P2M,Android,Rajasthan,0,0.3074516482040871,0
2173.543232541557,12,100.0,0,0,1,5,Bank of Baroda,Food,P2P,iOS,Gujarat,0,21.52023002516393,0
1251.7245361452076,7,2154.76243309221,0,0,0,10,HDFC,Food,P2M,iOS,Maharashtra,0,0.5806412232305872,0
606.5344399955728,21,1052.098219877209,0,0,0,6,Axis,Grocery,P2P,iOS,Uttar Pradesh,0,0.5759523931835101,0
702.9565377703876,23,748.4858688688984,0,0,0,5,Yes Bank,Recharge,P2P,iOS,Uttar Pradesh,0,0.9379183343793641,1
8370.016899315997,6,636.8359638100234,0,0,0,8,ICICI,Grocery,P2M,Android,Delhi,0,13.12252267702009,0
472.42872620711154,8,271.408848107866,0,0,0,9,HDFC,Food,P2B,Android,West Bengal,0,1.7342635141573797,0
372.6753902748061,14,3343.4973053680865,0,0,1,2,Axis,Shopping,P2P,Android,Karnataka,0,0.11142941860848365,0
283.7770256002534,4,1508.8781501169483,0,0,0,10,PNB,Electronics,P2M,Android,Karnataka,0,0.18794697146804418,1
190.95508017546825,8,750.7596746318146,0,0,0,10,Yes Bank,Grocery,P2P,Android,Maharashtra,0,0.25401080507409673,0
205.6305723815838,11,427.62777871566993,0,0,0,9,SBI,Food,P2P,iOS,West Bengal,0,0.4797415907054142,0
1592.6513980782154,19,453.20024043720593,0,0,0,5,Kotak,Entertainment,P2P,iOS,West Bengal,0,3.506496158049486,0
3494.4106333914683,16,397.4786129060875,0,0,0,1,Kotak,Grocery,P2P,Android,Uttar Pradesh,0,8.76938063979615,0
